strategy,seed,episode,total_interest,months,avg_utilization,final_debt,all_paid,credit_proxy_score
Snowball,999,219,2279.14,13,0.1993,0.0,True,817.1
Avalanche,999,219,2152.62,13,0.198,0.0,True,817.3
NormalizedAvalanche,999,219,2108.29,12,0.2044,0.0,True,816.3
PPO,999,220,2992.39,26,0.2571,0.0,True,807.6
MinimumOnly,999,220,3043.09,27,0.2481,0.0,True,809.1
Snowball,999,220,3108.03,27,0.2575,0.0,True,807.5
Avalanche,999,220,3133.13,28,0.2516,0.0,True,808.5
NormalizedAvalanche,999,220,3049.54,26,0.2566,0.0,True,807.7
PPO,999,221,1150.6,11,0.2101,0.0,True,815.3
MinimumOnly,999,221,1143.73,11,0.2106,0.0,True,815.2
Snowball,999,221,1132.47,12,0.2075,0.0,True,815.8
Avalanche,999,221,1132.47,12,0.2075,0.0,True,815.8
NormalizedAvalanche,999,221,1150.74,11,0.2054,0.0,True,816.1
PPO,999,222,1432.83,11,0.294,0.0,True,801.5
MinimumOnly,999,222,1468.78,11,0.2871,0.0,True,802.6
Snowball,999,222,1397.41,11,0.2835,0.0,True,803.2
Avalanche,999,222,1493.43,12,0.2898,0.0,True,802.2
NormalizedAvalanche,999,222,1451.93,11,0.282,0.0,True,803.5
PPO,999,223,1771.74,9,0.2145,0.0,True,814.6
MinimumOnly,999,223,1756.82,9,0.212,0.0,True,815.0
Snowball,999,223,1743.58,10,0.2071,0.0,True,815.8
Avalanche,999,223,1716.39,10,0.2054,0.0,True,816.1
NormalizedAvalanche,999,223,1652.12,9,0.1987,0.0,True,817.2
PPO,999,224,311.08,6,0.2095,0.0,True,815.4
MinimumOnly,999,224,299.88,5,0.2344,0.0,True,811.3
Snowball,999,224,359.16,6,0.2519,0.0,True,808.4
Avalanche,999,224,319.32,6,0.2242,0.0,True,813.0
NormalizedAvalanche,999,224,287.26,5,0.2246,0.0,True,812.9
PPO,999,225,2961.02,17,0.1816,0.0,True,820.0
MinimumOnly,999,225,3125.03,16,0.1872,0.0,True,819.1
Snowball,999,225,3540.74,17,0.1936,0.0,True,818.1
Avalanche,999,225,2976.89,17,0.1841,0.0,True,819.6
NormalizedAvalanche,999,225,3098.91,16,0.1862,0.0,True,819.3
PPO,999,226,1414.61,8,0.2834,0.0,True,803.2
MinimumOnly,999,226,1482.47,8,0.281,0.0,True,803.6
Snowball,999,226,1597.84,9,0.2913,0.0,True,801.9
Avalanche,999,226,1597.84,9,0.2913,0.0,True,801.9
NormalizedAvalanche,999,226,1471.96,8,0.2685,0.0,True,805.7
PPO,999,227,2146.39,12,0.2148,0.0,True,814.6
MinimumOnly,999,227,2223.68,12,0.2127,0.0,True,814.9
Snowball,999,227,2232.21,13,0.2226,0.0,True,813.3
Avalanche,999,227,2232.21,13,0.2226,0.0,True,813.3
NormalizedAvalanche,999,227,2188.26,12,0.2124,0.0,True,815.0
PPO,999,228,4098.23,22,0.2326,0.0,True,811.6
MinimumOnly,999,228,4413.13,22,0.229,0.0,True,812.2
Snowball,999,228,4332.42,23,0.2324,0.0,True,811.7
Avalanche,999,228,4037.25,22,0.2291,0.0,True,812.2
NormalizedAvalanche,999,228,4692.25,22,0.2286,0.0,True,812.3
PPO,999,229,2958.72,14,0.1885,0.0,True,818.9
MinimumOnly,999,229,3214.57,14,0.1937,0.0,True,818.0
Snowball,999,229,3455.17,15,0.1902,0.0,True,818.6
Avalanche,999,229,2872.35,14,0.1915,0.0,True,818.4
NormalizedAvalanche,999,229,3056.4,14,0.1874,0.0,True,819.1
PPO,999,230,6818.73,29,0.2269,0.0,True,812.6
MinimumOnly,999,230,6725.74,29,0.2258,0.0,True,812.7
Snowball,999,230,6653.57,29,0.2262,0.0,True,812.7
Avalanche,999,230,6653.57,29,0.2262,0.0,True,812.7
NormalizedAvalanche,999,230,6837.0,29,0.2259,0.0,True,812.7
PPO,999,231,1130.53,10,0.231,0.0,True,811.9
MinimumOnly,999,231,1128.12,10,0.22,0.0,True,813.7
Snowball,999,231,1167.6,10,0.2444,0.0,True,809.7
Avalanche,999,231,1167.6,10,0.2444,0.0,True,809.7
NormalizedAvalanche,999,231,1110.13,9,0.236,0.0,True,811.1
PPO,999,232,2705.52,14,0.1667,0.0,True,822.5
MinimumOnly,999,232,2774.13,14,0.1663,0.0,True,822.6
Snowball,999,232,2956.06,14,0.1772,0.0,True,820.8
Avalanche,999,232,2707.53,14,0.1696,0.0,True,822.0
NormalizedAvalanche,999,232,2751.38,14,0.1649,0.0,True,822.8
PPO,999,233,3782.05,12,0.2113,0.0,True,815.1
MinimumOnly,999,233,3660.71,11,0.2148,0.0,True,814.6
Snowball,999,233,4005.58,12,0.226,0.0,True,812.7
Avalanche,999,233,3950.67,12,0.2228,0.0,True,813.2
NormalizedAvalanche,999,233,3655.63,11,0.2135,0.0,True,814.8
PPO,999,234,3739.78,17,0.1797,0.0,True,820.3
MinimumOnly,999,234,4108.22,17,0.1791,0.0,True,820.5
Snowball,999,234,3751.44,17,0.1799,0.0,True,820.3
Avalanche,999,234,3720.57,17,0.1797,0.0,True,820.4
NormalizedAvalanche,999,234,4098.16,17,0.1772,0.0,True,820.8
PPO,999,235,2573.53,17,0.298,0.0,True,800.8
MinimumOnly,999,235,2541.29,17,0.2971,0.0,True,801.0
Snowball,999,235,2576.29,17,0.3074,0.0,True,799.3
Avalanche,999,235,2576.29,17,0.3074,0.0,True,799.3
NormalizedAvalanche,999,235,2524.26,16,0.3113,0.0,True,798.6
PPO,999,236,5542.75,26,0.2205,0.0,True,813.6
MinimumOnly,999,236,6345.51,26,0.221,0.0,True,813.5
Snowball,999,236,7149.03,26,0.2318,0.0,True,811.7
Avalanche,999,236,5361.44,25,0.2276,0.0,True,812.4
NormalizedAvalanche,999,236,6009.7,25,0.2279,0.0,True,812.4
PPO,999,237,6038.86,22,0.2411,0.0,True,810.2
MinimumOnly,999,237,6364.63,22,0.2413,0.0,True,810.2
Snowball,999,237,6908.5,23,0.2495,0.0,True,808.8
Avalanche,999,237,6324.57,22,0.2558,0.0,True,807.8
NormalizedAvalanche,999,237,6207.87,21,0.2513,0.0,True,808.5
PPO,999,238,2045.15,11,0.2093,0.0,True,815.5
MinimumOnly,999,238,2165.18,11,0.2043,0.0,True,816.3
Snowball,999,238,2377.83,11,0.2155,0.0,True,814.4
Avalanche,999,238,2104.33,11,0.2168,0.0,True,814.2
NormalizedAvalanche,999,238,2113.42,10,0.2163,0.0,True,814.3
PPO,999,239,1376.17,11,0.2004,0.0,True,816.9
MinimumOnly,999,239,1419.73,11,0.1906,0.0,True,818.6
Snowball,999,239,1516.76,11,0.1991,0.0,True,817.2
Avalanche,999,239,1308.37,11,0.1936,0.0,True,818.1
NormalizedAvalanche,999,239,1439.92,11,0.1907,0.0,True,818.5
PPO,999,240,1337.55,9,0.1963,0.0,True,817.6
MinimumOnly,999,240,1412.62,8,0.1991,0.0,True,817.1
Snowball,999,240,1579.12,9,0.215,0.0,True,814.5
Avalanche,999,240,1427.75,9,0.2151,0.0,True,814.5
NormalizedAvalanche,999,240,1346.11,8,0.1914,0.0,True,818.4
PPO,999,241,9349.32,31,0.3494,0.0,True,792.4
MinimumOnly,999,241,9694.37,31,0.3517,0.0,True,792.0
Snowball,999,241,9687.16,32,0.3519,0.0,True,791.9
Avalanche,999,241,9362.41,32,0.3477,0.0,True,792.6
NormalizedAvalanche,999,241,9855.17,31,0.3524,0.0,True,791.9
PPO,999,242,950.29,8,0.1909,0.0,True,818.5
MinimumOnly,999,242,964.46,8,0.197,0.0,True,817.5
Snowball,999,242,1023.19,8,0.2233,0.0,True,813.2
Avalanche,999,242,1023.19,8,0.2233,0.0,True,813.2
NormalizedAvalanche,999,242,974.38,7,0.2078,0.0,True,815.7
PPO,999,243,1710.49,12,0.1846,0.0,True,819.5
MinimumOnly,999,243,1811.11,12,0.1968,0.0,True,817.5
Snowball,999,243,1875.5,12,0.2051,0.0,True,816.2
Avalanche,999,243,1707.76,12,0.1886,0.0,True,818.9
NormalizedAvalanche,999,243,1714.85,11,0.2013,0.0,True,816.8
PPO,999,244,1887.18,15,0.2822,0.0,True,803.4
MinimumOnly,999,244,2002.01,14,0.3073,0.0,True,799.3
Snowball,999,244,1970.92,15,0.2978,0.0,True,800.9
Avalanche,999,244,1854.96,15,0.2931,0.0,True,801.6
NormalizedAvalanche,999,244,1960.08,14,0.3018,0.0,True,800.2
PPO,999,245,1763.81,9,0.1982,0.0,True,817.3
MinimumOnly,999,245,1887.98,8,0.2347,0.0,True,811.3
Snowball,999,245,2206.22,9,0.2513,0.0,True,808.5
Avalanche,999,245,1772.65,9,0.2051,0.0,True,816.2
NormalizedAvalanche,999,245,1757.79,8,0.2191,0.0,True,813.9
PPO,999,246,3535.99,24,0.2866,0.0,True,802.7
MinimumOnly,999,246,3609.38,24,0.2897,0.0,True,802.2
Snowball,999,246,3806.73,25,0.293,0.0,True,801.7
Avalanche,999,246,3538.5,25,0.2802,0.0,True,803.8
NormalizedAvalanche,999,246,3498.1,24,0.2851,0.0,True,803.0
PPO,999,247,578.1,6,0.1506,0.0,True,825.2
MinimumOnly,999,247,547.54,6,0.139,0.0,True,827.1
Snowball,999,247,649.27,6,0.1768,0.0,True,820.8
Avalanche,999,247,587.68,6,0.1545,0.0,True,824.5
NormalizedAvalanche,999,247,501.99,5,0.146,0.0,True,825.9
PPO,999,248,2413.72,17,0.1802,0.0,True,820.3
MinimumOnly,999,248,2433.23,17,0.1789,0.0,True,820.5
Snowball,999,248,2503.33,17,0.1885,0.0,True,818.9
Avalanche,999,248,2503.33,17,0.1885,0.0,True,818.9
NormalizedAvalanche,999,248,2418.18,17,0.1752,0.0,True,821.1
PPO,999,249,3572.08,20,0.2641,0.0,True,806.4
MinimumOnly,999,249,3947.41,20,0.2676,0.0,True,805.8
Snowball,999,249,3869.25,21,0.2617,0.0,True,806.8
Avalanche,999,249,3541.88,21,0.2597,0.0,True,807.2
NormalizedAvalanche,999,249,3920.67,20,0.2637,0.0,True,806.5
PPO,999,250,379.83,5,0.1794,0.0,True,820.4
MinimumOnly,999,250,372.22,4,0.2265,0.0,True,812.6
Snowball,999,250,416.27,5,0.2307,0.0,True,811.9
Avalanche,999,250,416.27,5,0.2307,0.0,True,811.9
NormalizedAvalanche,999,250,366.83,4,0.2178,0.0,True,814.1
PPO,999,251,13052.26,51,0.2571,0.0,True,807.6
MinimumOnly,999,251,13064.52,51,0.2574,0.0,True,807.5
Snowball,999,251,13265.51,52,0.2537,0.0,True,808.1
Avalanche,999,251,12849.44,52,0.2541,0.0,True,808.1
NormalizedAvalanche,999,251,13290.31,51,0.2583,0.0,True,807.4
PPO,999,252,3002.33,20,0.2335,0.0,True,811.5
MinimumOnly,999,252,3321.87,21,0.2244,0.0,True,813.0
Snowball,999,252,3355.34,21,0.2367,0.0,True,810.9
Avalanche,999,252,2960.38,20,0.2354,0.0,True,811.2
NormalizedAvalanche,999,252,3248.65,20,0.2337,0.0,True,811.4
PPO,999,253,3397.02,13,0.2272,0.0,True,812.5
MinimumOnly,999,253,3521.63,14,0.2128,0.0,True,814.9
Snowball,999,253,3740.66,14,0.2347,0.0,True,811.3
Avalanche,999,253,3693.33,14,0.2327,0.0,True,811.6
NormalizedAvalanche,999,253,3559.84,13,0.2223,0.0,True,813.3
PPO,999,254,1988.47,10,0.1645,0.0,True,822.9
MinimumOnly,999,254,2050.25,10,0.1651,0.0,True,822.8
Snowball,999,254,2367.66,10,0.1946,0.0,True,817.9
Avalanche,999,254,2044.77,10,0.1737,0.0,True,821.3
NormalizedAvalanche,999,254,1960.57,9,0.1748,0.0,True,821.2
PPO,999,255,17619.03,53,0.2744,0.0,True,804.7
MinimumOnly,999,255,18752.69,54,0.2736,0.0,True,804.9
Snowball,999,255,18101.68,54,0.2706,0.0,True,805.4
Avalanche,999,255,17165.31,52,0.2778,0.0,True,804.2
NormalizedAvalanche,999,255,18012.41,53,0.2753,0.0,True,804.6
PPO,999,256,1610.48,11,0.1814,0.0,True,820.1
MinimumOnly,999,256,1638.85,11,0.1841,0.0,True,819.6
Snowball,999,256,1825.44,12,0.1899,0.0,True,818.7
Avalanche,999,256,1714.88,12,0.1825,0.0,True,819.9
NormalizedAvalanche,999,256,1585.6,11,0.1785,0.0,True,820.6
PPO,999,257,3991.95,19,0.2574,0.0,True,807.5
MinimumOnly,999,257,4010.36,19,0.2568,0.0,True,807.6
Snowball,999,257,4066.1,19,0.2628,0.0,True,806.6
Avalanche,999,257,4066.1,19,0.2628,0.0,True,806.6
NormalizedAvalanche,999,257,3994.64,18,0.2682,0.0,True,805.7
PPO,999,258,2147.17,10,0.193,0.0,True,818.2
MinimumOnly,999,258,2338.09,9,0.2088,0.0,True,815.6
Snowball,999,258,2922.47,10,0.2349,0.0,True,811.2
Avalanche,999,258,2302.62,10,0.2125,0.0,True,814.9
NormalizedAvalanche,999,258,2155.02,9,0.2021,0.0,True,816.7
PPO,999,259,1517.11,9,0.2071,0.0,True,815.8
MinimumOnly,999,259,1466.05,8,0.2287,0.0,True,812.3
Snowball,999,259,1528.57,9,0.2227,0.0,True,813.3
Avalanche,999,259,1442.05,9,0.2135,0.0,True,814.8
NormalizedAvalanche,999,259,1383.01,8,0.216,0.0,True,814.4
PPO,999,260,4188.85,19,0.2444,0.0,True,809.7
MinimumOnly,999,260,4199.57,19,0.2455,0.0,True,809.5
Snowball,999,260,4344.48,19,0.257,0.0,True,807.6
Avalanche,999,260,4344.48,19,0.257,0.0,True,807.6
NormalizedAvalanche,999,260,4206.24,19,0.2428,0.0,True,809.9
PPO,999,261,5195.98,21,0.2361,0.0,True,811.0
MinimumOnly,999,261,5303.33,21,0.2349,0.0,True,811.2
Snowball,999,261,5317.93,22,0.2345,0.0,True,811.3
Avalanche,999,261,5011.88,21,0.2408,0.0,True,810.3
NormalizedAvalanche,999,261,5392.16,21,0.2345,0.0,True,811.3
PPO,999,262,2056.14,12,0.2272,0.0,True,812.5
MinimumOnly,999,262,2100.39,12,0.2317,0.0,True,811.8
Snowball,999,262,2268.21,12,0.2497,0.0,True,808.8
Avalanche,999,262,2037.06,11,0.2546,0.0,True,808.0
NormalizedAvalanche,999,262,2056.2,11,0.2466,0.0,True,809.3
PPO,999,263,1496.65,10,0.2459,0.0,True,809.4
MinimumOnly,999,263,1473.0,10,0.2348,0.0,True,811.3
Snowball,999,263,1548.39,10,0.255,0.0,True,807.9
Avalanche,999,263,1548.39,10,0.255,0.0,True,807.9
NormalizedAvalanche,999,263,1520.57,9,0.2482,0.0,True,809.1
PPO,999,264,1687.08,9,0.2414,0.0,True,810.2
MinimumOnly,999,264,1733.32,8,0.2446,0.0,True,809.6
Snowball,999,264,2168.4,10,0.2445,0.0,True,809.7
Avalanche,999,264,1586.3,9,0.2228,0.0,True,813.2
NormalizedAvalanche,999,264,1647.39,8,0.2426,0.0,True,810.0
PPO,999,265,4868.74,21,0.185,0.0,True,819.5
MinimumOnly,999,265,5048.58,21,0.1831,0.0,True,819.8
Snowball,999,265,5477.82,22,0.1835,0.0,True,819.7
Avalanche,999,265,4702.49,21,0.1827,0.0,True,819.9
NormalizedAvalanche,999,265,4924.33,21,0.1816,0.0,True,820.0
PPO,999,266,23996.1,60,0.328,17560.97,False,704.5
MinimumOnly,999,266,24098.32,60,0.3282,17663.19,False,704.0
Snowball,999,266,23996.1,60,0.328,17560.97,False,704.5
Avalanche,999,266,23996.1,60,0.328,17560.97,False,704.5
NormalizedAvalanche,999,266,24013.62,60,0.328,17578.5,False,704.4
PPO,999,267,2063.31,14,0.2571,0.0,True,807.6
MinimumOnly,999,267,2117.19,14,0.2617,0.0,True,806.8
Snowball,999,267,2097.06,14,0.2608,0.0,True,807.0
Avalanche,999,267,2092.95,14,0.2621,0.0,True,806.8
NormalizedAvalanche,999,267,2064.93,13,0.2684,0.0,True,805.7
PPO,999,268,1794.56,14,0.189,0.0,True,818.8
MinimumOnly,999,268,2021.01,13,0.1931,0.0,True,818.1
Snowball,999,268,1941.22,14,0.196,0.0,True,817.7
Avalanche,999,268,1771.88,14,0.1884,0.0,True,818.9
NormalizedAvalanche,999,268,2000.67,13,0.192,0.0,True,818.3
PPO,999,269,32356.35,60,0.3729,10737.17,False,732.0
MinimumOnly,999,269,32351.22,60,0.3729,10732.04,False,732.0
Snowball,999,269,32505.99,60,0.374,11243.88,False,729.1
Avalanche,999,269,32138.98,60,0.3726,10741.9,False,732.0
NormalizedAvalanche,999,269,32321.12,60,0.3728,10701.94,False,732.2
PPO,999,270,2781.59,12,0.2811,0.0,True,803.6
MinimumOnly,999,270,2792.68,12,0.2803,0.0,True,803.7
Snowball,999,270,2846.19,12,0.2847,0.0,True,803.0
Avalanche,999,270,2829.9,12,0.2919,0.0,True,801.8
NormalizedAvalanche,999,270,2761.14,12,0.2761,0.0,True,804.4
PPO,999,271,1134.86,9,0.1415,0.0,True,826.7
MinimumOnly,999,271,1229.62,8,0.1639,0.0,True,823.0
Snowball,999,271,1327.44,9,0.1652,0.0,True,822.7
Avalanche,999,271,1207.82,9,0.161,0.0,True,823.4
NormalizedAvalanche,999,271,1198.3,8,0.1551,0.0,True,824.4
PPO,999,272,2097.3,18,0.1989,0.0,True,817.2
MinimumOnly,999,272,2156.87,18,0.1962,0.0,True,817.6
Snowball,999,272,2174.85,18,0.206,0.0,True,816.0
Avalanche,999,272,2155.84,18,0.2052,0.0,True,816.1
NormalizedAvalanche,999,272,2139.83,18,0.1918,0.0,True,818.3
PPO,999,273,270.07,5,0.1315,0.0,True,828.3
MinimumOnly,999,273,266.19,4,0.1536,0.0,True,824.7
Snowball,999,273,333.6,5,0.1978,0.0,True,817.4
Avalanche,999,273,333.6,5,0.1978,0.0,True,817.4
NormalizedAvalanche,999,273,286.71,4,0.1333,0.0,True,828.0
PPO,999,274,14346.44,54,0.284,0.0,True,803.1
MinimumOnly,999,274,16016.32,56,0.282,0.0,True,803.5
Snowball,999,274,17781.92,58,0.2829,0.0,True,803.3
Avalanche,999,274,14086.12,54,0.2851,0.0,True,803.0
NormalizedAvalanche,999,274,15162.86,54,0.2884,0.0,True,802.4
PPO,999,275,2124.05,13,0.2359,0.0,True,811.1
MinimumOnly,999,275,2124.74,13,0.2391,0.0,True,810.6
Snowball,999,275,2071.48,13,0.2463,0.0,True,809.4
Avalanche,999,275,2071.48,13,0.2463,0.0,True,809.4
NormalizedAvalanche,999,275,2170.78,13,0.2348,0.0,True,811.3
PPO,999,276,5675.05,22,0.202,0.0,True,816.7
MinimumOnly,999,276,5805.95,22,0.201,0.0,True,816.8
Snowball,999,276,5755.3,22,0.208,0.0,True,815.7
Avalanche,999,276,5755.3,22,0.208,0.0,True,815.7
NormalizedAvalanche,999,276,5771.47,21,0.2085,0.0,True,815.6
PPO,999,277,8240.07,38,0.2473,0.0,True,809.2
MinimumOnly,999,277,8322.59,38,0.2487,0.0,True,809.0
Snowball,999,277,8348.45,38,0.2519,0.0,True,808.4
Avalanche,999,277,8208.7,38,0.2506,0.0,True,808.6
NormalizedAvalanche,999,277,8380.71,38,0.2483,0.0,True,809.0
PPO,999,278,758.59,7,0.1764,0.0,True,820.9
MinimumOnly,999,278,763.94,6,0.1731,0.0,True,821.4
Snowball,999,278,915.96,7,0.1812,0.0,True,820.1
Avalanche,999,278,784.99,7,0.1874,0.0,True,819.1
NormalizedAvalanche,999,278,705.14,6,0.1685,0.0,True,822.2
PPO,999,279,2583.58,13,0.1667,0.0,True,822.5
MinimumOnly,999,279,2620.61,13,0.1671,0.0,True,822.4
Snowball,999,279,2911.8,13,0.1867,0.0,True,819.2
Avalanche,999,279,2799.87,13,0.1876,0.0,True,819.1
NormalizedAvalanche,999,279,2613.05,13,0.1661,0.0,True,822.6
PPO,999,280,1107.36,9,0.1611,0.0,True,823.4
MinimumOnly,999,280,1141.98,9,0.1693,0.0,True,822.1
Snowball,999,280,1197.89,9,0.1802,0.0,True,820.3
Avalanche,999,280,1197.89,9,0.1802,0.0,True,820.3
NormalizedAvalanche,999,280,1076.3,8,0.1758,0.0,True,821.0
PPO,999,281,4724.83,20,0.1803,0.0,True,820.2
MinimumOnly,999,281,4907.4,20,0.1796,0.0,True,820.4
Snowball,999,281,5244.62,21,0.1841,0.0,True,819.6
Avalanche,999,281,4881.07,21,0.1798,0.0,True,820.3
NormalizedAvalanche,999,281,4971.68,20,0.1791,0.0,True,820.4
PPO,999,282,2283.61,18,0.1645,0.0,True,822.9
MinimumOnly,999,282,2360.66,18,0.1661,0.0,True,822.6
Snowball,999,282,2452.9,18,0.1718,0.0,True,821.7
Avalanche,999,282,2262.56,18,0.1662,0.0,True,822.6
NormalizedAvalanche,999,282,2279.97,17,0.1723,0.0,True,821.6
PPO,999,283,2241.95,14,0.2798,0.0,True,803.8
MinimumOnly,999,283,2246.69,14,0.2774,0.0,True,804.2
Snowball,999,283,2469.74,15,0.2867,0.0,True,802.7
Avalanche,999,283,2266.34,15,0.27,0.0,True,805.5
NormalizedAvalanche,999,283,2195.0,14,0.2734,0.0,True,804.9
PPO,999,284,5743.39,27,0.2049,0.0,True,816.2
MinimumOnly,999,284,5816.94,27,0.2057,0.0,True,816.1
Snowball,999,284,5842.07,27,0.2145,0.0,True,814.6
Avalanche,999,284,5500.06,27,0.2048,0.0,True,816.2
NormalizedAvalanche,999,284,5889.87,27,0.2046,0.0,True,816.2
PPO,999,285,8091.86,25,0.2146,0.0,True,814.6
MinimumOnly,999,285,8410.73,26,0.2092,0.0,True,815.5
Snowball,999,285,8401.41,26,0.215,0.0,True,814.5
Avalanche,999,285,8209.39,26,0.2109,0.0,True,815.2
NormalizedAvalanche,999,285,8458.57,26,0.2075,0.0,True,815.8
PPO,999,286,1756.92,12,0.2356,0.0,True,811.1
MinimumOnly,999,286,1747.67,11,0.255,0.0,True,807.9
Snowball,999,286,1844.75,11,0.2717,0.0,True,805.2
Avalanche,999,286,1777.29,11,0.2743,0.0,True,804.7
NormalizedAvalanche,999,286,1715.22,11,0.2511,0.0,True,808.6
PPO,999,287,10197.58,41,0.2315,0.0,True,811.8
MinimumOnly,999,287,10364.96,41,0.2324,0.0,True,811.7
Snowball,999,287,10031.62,41,0.2319,0.0,True,811.7
Avalanche,999,287,10031.62,41,0.2319,0.0,True,811.7
NormalizedAvalanche,999,287,10390.95,41,0.2315,0.0,True,811.8
PPO,999,288,3002.14,14,0.2338,0.0,True,811.4
MinimumOnly,999,288,3323.45,14,0.2246,0.0,True,812.9
Snowball,999,288,3646.99,15,0.238,0.0,True,810.7
Avalanche,999,288,2970.67,14,0.2325,0.0,True,811.6
NormalizedAvalanche,999,288,3388.15,14,0.2229,0.0,True,813.2
PPO,999,289,1201.84,8,0.2114,0.0,True,815.1
MinimumOnly,999,289,1250.72,8,0.2171,0.0,True,814.2
Snowball,999,289,1325.68,8,0.2387,0.0,True,810.6
Avalanche,999,289,1253.66,8,0.2338,0.0,True,811.4
NormalizedAvalanche,999,289,1238.58,7,0.2355,0.0,True,811.1
PPO,999,290,4486.4,21,0.2357,0.0,True,811.1
MinimumOnly,999,290,4670.98,21,0.2391,0.0,True,810.6
Snowball,999,290,5055.55,21,0.2526,0.0,True,808.3
Avalanche,999,290,4239.09,21,0.2369,0.0,True,810.9
NormalizedAvalanche,999,290,4313.17,20,0.2446,0.0,True,809.6
PPO,999,291,1713.71,9,0.1843,0.0,True,819.6
MinimumOnly,999,291,1763.54,9,0.1848,0.0,True,819.5
Snowball,999,291,2177.92,10,0.2052,0.0,True,816.1
Avalanche,999,291,1851.98,10,0.2018,0.0,True,816.7
NormalizedAvalanche,999,291,1719.12,9,0.1799,0.0,True,820.3
PPO,999,292,1588.82,7,0.1752,0.0,True,821.1
MinimumOnly,999,292,1571.34,7,0.1707,0.0,True,821.8
Snowball,999,292,1947.34,9,0.1781,0.0,True,820.6
Avalanche,999,292,1947.34,9,0.1781,0.0,True,820.6
NormalizedAvalanche,999,292,1587.84,7,0.1697,0.0,True,822.0
PPO,999,293,838.57,8,0.2239,0.0,True,813.1
MinimumOnly,999,293,936.89,8,0.232,0.0,True,811.7
Snowball,999,293,1008.22,8,0.2497,0.0,True,808.8
Avalanche,999,293,819.68,8,0.2302,0.0,True,812.0
NormalizedAvalanche,999,293,854.52,8,0.2175,0.0,True,814.1
PPO,999,294,1587.08,13,0.2319,0.0,True,811.7
MinimumOnly,999,294,1684.57,13,0.2314,0.0,True,811.8
Snowball,999,294,1666.96,13,0.2477,0.0,True,809.1
Avalanche,999,294,1666.96,13,0.2477,0.0,True,809.1
NormalizedAvalanche,999,294,1770.53,13,0.2295,0.0,True,812.1
PPO,999,295,6609.77,25,0.239,0.0,True,810.6
MinimumOnly,999,295,7095.96,25,0.2436,0.0,True,809.8
Snowball,999,295,7621.72,26,0.2477,0.0,True,809.1
Avalanche,999,295,6633.05,25,0.2441,0.0,True,809.7
NormalizedAvalanche,999,295,6821.88,24,0.2502,0.0,True,808.7
PPO,999,296,7153.48,30,0.2736,0.0,True,804.9
MinimumOnly,999,296,7150.85,29,0.2823,0.0,True,803.4
Snowball,999,296,7383.68,30,0.2797,0.0,True,803.9
Avalanche,999,296,6900.22,29,0.2811,0.0,True,803.6
NormalizedAvalanche,999,296,7024.2,29,0.2804,0.0,True,803.7
PPO,999,297,2054.08,12,0.1921,0.0,True,818.3
MinimumOnly,999,297,2003.95,12,0.1863,0.0,True,819.3
Snowball,999,297,2160.41,12,0.2043,0.0,True,816.3
Avalanche,999,297,2160.41,12,0.2043,0.0,True,816.3
NormalizedAvalanche,999,297,1929.69,11,0.1931,0.0,True,818.1
PPO,999,298,470.78,7,0.1969,0.0,True,817.5
MinimumOnly,999,298,473.47,7,0.1762,0.0,True,820.9
Snowball,999,298,538.68,7,0.2142,0.0,True,814.7
Avalanche,999,298,462.45,7,0.1972,0.0,True,817.5
NormalizedAvalanche,999,298,470.03,6,0.1951,0.0,True,817.8
PPO,999,299,3075.66,18,0.1865,0.0,True,819.2
MinimumOnly,999,299,3058.67,18,0.1879,0.0,True,819.0
Snowball,999,299,3173.33,18,0.1978,0.0,True,817.4
Avalanche,999,299,3173.33,18,0.1978,0.0,True,817.4
NormalizedAvalanche,999,299,3037.37,17,0.1958,0.0,True,817.7
PPO,999,300,4675.35,19,0.1851,0.0,True,819.5
MinimumOnly,999,300,4913.12,19,0.1848,0.0,True,819.5
Snowball,999,300,4946.9,20,0.185,0.0,True,819.5
Avalanche,999,300,4618.88,19,0.1855,0.0,True,819.4
NormalizedAvalanche,999,300,4889.63,19,0.183,0.0,True,819.8
PPO,999,301,4327.23,18,0.197,0.0,True,817.5
MinimumOnly,999,301,4959.83,18,0.1989,0.0,True,817.2
Snowball,999,301,5287.82,19,0.1983,0.0,True,817.3
Avalanche,999,301,4463.15,19,0.1971,0.0,True,817.5
NormalizedAvalanche,999,301,4711.08,18,0.1974,0.0,True,817.4
PPO,999,302,988.33,8,0.1559,0.0,True,824.3
MinimumOnly,999,302,1005.76,7,0.1611,0.0,True,823.4
Snowball,999,302,1260.76,8,0.1825,0.0,True,819.9
Avalanche,999,302,990.16,8,0.1568,0.0,True,824.1
NormalizedAvalanche,999,302,960.53,7,0.1587,0.0,True,823.8
PPO,999,303,2480.05,17,0.1838,0.0,True,819.7
MinimumOnly,999,303,2652.15,17,0.1809,0.0,True,820.2
Snowball,999,303,2604.1,17,0.1852,0.0,True,819.4
Avalanche,999,303,2450.04,17,0.1837,0.0,True,819.7
NormalizedAvalanche,999,303,2600.53,16,0.1899,0.0,True,818.7
PPO,999,304,15211.07,41,0.2236,0.0,True,813.1
MinimumOnly,999,304,16383.27,41,0.2269,0.0,True,812.6
Snowball,999,304,17768.11,42,0.2316,0.0,True,811.8
Avalanche,999,304,14898.53,40,0.2273,0.0,True,812.5
