strategy,seed,episode,total_interest,months,avg_utilization,final_debt,all_paid,credit_proxy_score
Avalanche,4242,24,2037.62,7,0.1927,0.0,True,818.2
NormalizedAvalanche,4242,24,1874.25,6,0.1968,0.0,True,817.5
PPO,4242,25,3306.97,9,0.1464,0.0,True,825.9
MinimumOnly,4242,25,3297.91,8,0.1672,0.0,True,822.4
Snowball,4242,25,3398.54,8,0.1735,0.0,True,821.4
Avalanche,4242,25,3626.35,9,0.1711,0.0,True,821.8
NormalizedAvalanche,4242,25,3226.33,8,0.163,0.0,True,823.1
PPO,4242,26,907.88,3,0.1844,0.0,True,819.6
MinimumOnly,4242,26,931.46,4,0.146,0.0,True,825.9
Snowball,4242,26,1231.08,4,0.2375,0.0,True,810.8
Avalanche,4242,26,950.35,4,0.1619,0.0,True,823.3
NormalizedAvalanche,4242,26,855.38,3,0.1675,0.0,True,822.4
PPO,4242,27,6787.26,16,0.214,0.0,True,814.7
MinimumOnly,4242,27,6765.36,15,0.2264,0.0,True,812.6
Snowball,4242,27,7063.88,15,0.2353,0.0,True,811.2
Avalanche,4242,27,6752.42,16,0.2196,0.0,True,813.8
NormalizedAvalanche,4242,27,6684.96,15,0.2246,0.0,True,812.9
PPO,4242,28,687.68,4,0.0869,0.0,True,835.7
MinimumOnly,4242,28,622.1,3,0.0938,0.0,True,834.5
Snowball,4242,28,791.53,3,0.1559,0.0,True,824.3
Avalanche,4242,28,749.34,3,0.1448,0.0,True,826.1
NormalizedAvalanche,4242,28,593.11,3,0.0859,0.0,True,835.8
PPO,4242,29,472.26,5,0.2458,0.0,True,809.4
MinimumOnly,4242,29,329.08,3,0.2207,0.0,True,813.6
Snowball,4242,29,522.72,5,0.2854,0.0,True,802.9
Avalanche,4242,29,522.72,5,0.2854,0.0,True,802.9
NormalizedAvalanche,4242,29,329.13,3,0.2207,0.0,True,813.6
PPO,4242,30,2764.78,8,0.2756,0.0,True,804.5
MinimumOnly,4242,30,2691.22,8,0.2589,0.0,True,807.3
Snowball,4242,30,3145.64,9,0.2929,0.0,True,801.7
Avalanche,4242,30,3145.64,9,0.2929,0.0,True,801.7
NormalizedAvalanche,4242,30,2725.64,8,0.254,0.0,True,808.1
PPO,4242,31,3046.69,7,0.2438,0.0,True,809.8
MinimumOnly,4242,31,3006.5,7,0.2377,0.0,True,810.8
Snowball,4242,31,3555.13,8,0.2596,0.0,True,807.2
Avalanche,4242,31,3332.95,8,0.2434,0.0,True,809.8
NormalizedAvalanche,4242,31,3000.69,7,0.237,0.0,True,810.9
PPO,4242,32,3307.19,7,0.165,0.0,True,822.8
MinimumOnly,4242,32,3268.44,6,0.1876,0.0,True,819.1
Snowball,4242,32,3994.02,8,0.1802,0.0,True,820.3
Avalanche,4242,32,3582.66,8,0.1655,0.0,True,822.7
NormalizedAvalanche,4242,32,3243.95,6,0.1874,0.0,True,819.1
PPO,4242,33,4100.49,8,0.1555,0.0,True,824.3
MinimumOnly,4242,33,3816.12,7,0.1634,0.0,True,823.0
Snowball,4242,33,4407.5,8,0.1692,0.0,True,822.1
Avalanche,4242,33,4012.21,8,0.1597,0.0,True,823.6
NormalizedAvalanche,4242,33,3729.43,7,0.159,0.0,True,823.8
PPO,4242,34,5165.37,12,0.1721,0.0,True,821.6
MinimumOnly,4242,34,5012.53,11,0.1817,0.0,True,820.0
Snowball,4242,34,5440.0,12,0.1857,0.0,True,819.4
Avalanche,4242,34,5340.15,12,0.1819,0.0,True,820.0
NormalizedAvalanche,4242,34,4985.3,11,0.1803,0.0,True,820.3
PPO,4242,35,935.2,5,0.2056,0.0,True,816.1
MinimumOnly,4242,35,926.55,5,0.2018,0.0,True,816.7
Snowball,4242,35,1001.3,5,0.2261,0.0,True,812.7
Avalanche,4242,35,898.0,5,0.1947,0.0,True,817.9
NormalizedAvalanche,4242,35,875.42,5,0.1848,0.0,True,819.5
PPO,4242,36,458.48,3,0.1712,0.0,True,821.8
MinimumOnly,4242,36,336.1,3,0.0869,0.0,True,835.7
Snowball,4242,36,481.93,3,0.1891,0.0,True,818.8
Avalanche,4242,36,411.26,3,0.1447,0.0,True,826.1
NormalizedAvalanche,4242,36,321.49,3,0.0782,0.0,True,837.1
PPO,4242,37,2850.52,10,0.2254,0.0,True,812.8
MinimumOnly,4242,37,2962.83,10,0.2345,0.0,True,811.3
Snowball,4242,37,3157.38,11,0.233,0.0,True,811.5
Avalanche,4242,37,3157.38,11,0.233,0.0,True,811.5
NormalizedAvalanche,4242,37,2810.11,10,0.2189,0.0,True,813.9
PPO,4242,38,1716.9,7,0.1128,0.0,True,831.4
MinimumOnly,4242,38,1771.31,5,0.1569,0.0,True,824.1
Snowball,4242,38,2352.31,6,0.1947,0.0,True,817.9
Avalanche,4242,38,2013.69,7,0.1464,0.0,True,825.8
NormalizedAvalanche,4242,38,1683.53,5,0.1498,0.0,True,825.3
PPO,4242,39,2588.11,8,0.1988,0.0,True,817.2
MinimumOnly,4242,39,2491.58,8,0.1853,0.0,True,819.4
Snowball,4242,39,2778.29,8,0.2193,0.0,True,813.8
Avalanche,4242,39,2778.29,8,0.2193,0.0,True,813.8
NormalizedAvalanche,4242,39,2400.43,7,0.2015,0.0,True,816.8
PPO,4242,40,1573.98,5,0.2502,0.0,True,808.7
MinimumOnly,4242,40,1566.7,5,0.2456,0.0,True,809.5
Snowball,4242,40,2129.57,7,0.27,0.0,True,805.4
Avalanche,4242,40,1633.44,7,0.1931,0.0,True,818.1
NormalizedAvalanche,4242,40,1573.39,5,0.2479,0.0,True,809.1
PPO,4242,41,1541.7,6,0.1499,0.0,True,825.3
MinimumOnly,4242,41,1531.86,5,0.1824,0.0,True,819.9
Snowball,4242,41,1861.09,6,0.2032,0.0,True,816.5
Avalanche,4242,41,1861.09,6,0.2032,0.0,True,816.5
NormalizedAvalanche,4242,41,1429.52,5,0.1627,0.0,True,823.2
PPO,4242,42,1069.41,5,0.1155,0.0,True,830.9
MinimumOnly,4242,42,1060.21,4,0.1384,0.0,True,827.2
Snowball,4242,42,1537.72,6,0.1588,0.0,True,823.8
Avalanche,4242,42,1143.51,6,0.1155,0.0,True,830.9
NormalizedAvalanche,4242,42,1193.89,5,0.1358,0.0,True,827.6
PPO,4242,43,1360.77,5,0.1566,0.0,True,824.2
MinimumOnly,4242,43,1333.86,5,0.1514,0.0,True,825.0
Snowball,4242,43,1460.23,5,0.1718,0.0,True,821.7
Avalanche,4242,43,1448.98,5,0.1804,0.0,True,820.2
NormalizedAvalanche,4242,43,1301.58,5,0.1479,0.0,True,825.6
PPO,4242,44,2017.96,8,0.212,0.0,True,815.0
MinimumOnly,4242,44,1844.22,7,0.2128,0.0,True,814.9
Snowball,4242,44,2222.32,8,0.2345,0.0,True,811.3
Avalanche,4242,44,2004.78,8,0.217,0.0,True,814.2
NormalizedAvalanche,4242,44,1779.93,7,0.2046,0.0,True,816.2
PPO,4242,45,1836.98,7,0.2531,0.0,True,808.2
MinimumOnly,4242,45,1884.7,7,0.2528,0.0,True,808.3
Snowball,4242,45,2349.97,9,0.2536,0.0,True,808.2
Avalanche,4242,45,1926.27,8,0.2416,0.0,True,810.1
NormalizedAvalanche,4242,45,1865.64,7,0.2512,0.0,True,808.6
PPO,4242,46,1757.4,6,0.1684,0.0,True,822.2
MinimumOnly,4242,46,1822.39,5,0.213,0.0,True,814.9
Snowball,4242,46,2077.29,6,0.2156,0.0,True,814.4
Avalanche,4242,46,2055.49,6,0.2179,0.0,True,814.0
NormalizedAvalanche,4242,46,1719.53,5,0.196,0.0,True,817.7
PPO,4242,47,810.46,4,0.131,0.0,True,828.4
MinimumOnly,4242,47,729.98,4,0.1099,0.0,True,831.9
Snowball,4242,47,911.19,5,0.1262,0.0,True,829.2
Avalanche,4242,47,944.79,5,0.1443,0.0,True,826.2
NormalizedAvalanche,4242,47,701.68,4,0.1024,0.0,True,833.1
PPO,4242,48,1689.82,5,0.173,0.0,True,821.5
MinimumOnly,4242,48,1747.71,5,0.1864,0.0,True,819.2
Snowball,4242,48,1946.79,5,0.2264,0.0,True,812.6
Avalanche,4242,48,1946.79,5,0.2264,0.0,True,812.6
NormalizedAvalanche,4242,48,1596.26,5,0.1646,0.0,True,822.8
PPO,4242,49,990.22,5,0.1796,0.0,True,820.4
MinimumOnly,4242,49,965.84,4,0.2199,0.0,True,813.7
Snowball,4242,49,1282.34,5,0.2758,0.0,True,804.5
Avalanche,4242,49,1230.06,5,0.2617,0.0,True,806.8
NormalizedAvalanche,4242,49,934.33,4,0.2031,0.0,True,816.5
PPO,4242,50,2375.04,7,0.2235,0.0,True,813.1
MinimumOnly,4242,50,2230.43,6,0.2273,0.0,True,812.5
Snowball,4242,50,2728.55,7,0.2501,0.0,True,808.7
Avalanche,4242,50,2364.45,7,0.2228,0.0,True,813.2
NormalizedAvalanche,4242,50,2206.47,6,0.2227,0.0,True,813.2
PPO,4242,51,8514.38,15,0.2636,0.0,True,806.5
MinimumOnly,4242,51,8466.52,15,0.2628,0.0,True,806.6
Snowball,4242,51,8861.94,16,0.2591,0.0,True,807.2
Avalanche,4242,51,8507.05,16,0.2529,0.0,True,808.3
NormalizedAvalanche,4242,51,8462.64,15,0.2625,0.0,True,806.7
PPO,4242,52,4890.53,9,0.1855,0.0,True,819.4
MinimumOnly,4242,52,4681.65,8,0.2027,0.0,True,816.6
Snowball,4242,52,5046.18,9,0.1961,0.0,True,817.6
Avalanche,4242,52,4755.81,9,0.192,0.0,True,818.3
NormalizedAvalanche,4242,52,4665.33,8,0.2026,0.0,True,816.6
PPO,4242,53,1254.3,4,0.233,0.0,True,811.6
MinimumOnly,4242,53,1166.02,4,0.2056,0.0,True,816.1
Snowball,4242,53,1716.81,5,0.2976,0.0,True,800.9
Avalanche,4242,53,1206.1,5,0.1802,0.0,True,820.3
NormalizedAvalanche,4242,53,1059.34,4,0.1728,0.0,True,821.5
PPO,4242,54,2926.83,7,0.1932,0.0,True,818.1
MinimumOnly,4242,54,2841.46,7,0.1867,0.0,True,819.2
Snowball,4242,54,2834.83,7,0.1891,0.0,True,818.8
Avalanche,4242,54,2924.32,7,0.2025,0.0,True,816.6
NormalizedAvalanche,4242,54,2815.63,7,0.1834,0.0,True,819.7
PPO,4242,55,2520.12,6,0.1882,0.0,True,818.9
MinimumOnly,4242,55,2475.32,6,0.1775,0.0,True,820.7
Snowball,4242,55,2943.54,7,0.1953,0.0,True,817.8
Avalanche,4242,55,2652.76,7,0.177,0.0,True,820.8
NormalizedAvalanche,4242,55,2368.99,6,0.1688,0.0,True,822.1
PPO,4242,56,324.06,4,0.1108,0.0,True,831.7
MinimumOnly,4242,56,309.89,3,0.1285,0.0,True,828.8
Snowball,4242,56,398.02,3,0.2106,0.0,True,815.3
Avalanche,4242,56,337.21,3,0.1771,0.0,True,820.8
NormalizedAvalanche,4242,56,329.8,3,0.1502,0.0,True,825.2
PPO,4242,57,1920.1,8,0.1937,0.0,True,818.0
MinimumOnly,4242,57,2078.56,8,0.2027,0.0,True,816.6
Snowball,4242,57,2327.21,8,0.2327,0.0,True,811.6
Avalanche,4242,57,1914.33,8,0.1992,0.0,True,817.1
NormalizedAvalanche,4242,57,1847.47,8,0.1833,0.0,True,819.7
PPO,4242,58,2248.86,6,0.1826,0.0,True,819.9
MinimumOnly,4242,58,2398.36,6,0.1937,0.0,True,818.0
Snowball,4242,58,2944.08,7,0.2181,0.0,True,814.0
Avalanche,4242,58,2542.67,6,0.2192,0.0,True,813.8
NormalizedAvalanche,4242,58,2256.19,6,0.1817,0.0,True,820.0
PPO,4242,59,2352.43,6,0.1458,0.0,True,825.9
MinimumOnly,4242,59,2221.17,6,0.1348,0.0,True,827.8
Snowball,4242,59,2855.06,6,0.1913,0.0,True,818.4
Avalanche,4242,59,2358.55,6,0.1531,0.0,True,824.7
NormalizedAvalanche,4242,59,2190.45,5,0.1605,0.0,True,823.5
PPO,4242,60,402.71,3,0.1416,0.0,True,826.6
MinimumOnly,4242,60,339.37,3,0.0971,0.0,True,834.0
Snowball,4242,60,519.41,4,0.1633,0.0,True,823.1
Avalanche,4242,60,491.08,4,0.1522,0.0,True,824.9
NormalizedAvalanche,4242,60,356.01,3,0.1059,0.0,True,832.5
PPO,4242,61,2539.86,6,0.1925,0.0,True,818.2
MinimumOnly,4242,61,2500.92,6,0.1866,0.0,True,819.2
Snowball,4242,61,2633.49,6,0.2053,0.0,True,816.1
Avalanche,4242,61,2633.49,6,0.2053,0.0,True,816.1
NormalizedAvalanche,4242,61,2494.58,6,0.1857,0.0,True,819.4
PPO,4242,62,4425.93,13,0.1912,0.0,True,818.4
MinimumOnly,4242,62,4509.23,13,0.1912,0.0,True,818.5
Snowball,4242,62,4646.51,13,0.2,0.0,True,817.0
Avalanche,4242,62,4895.63,14,0.2018,0.0,True,816.7
NormalizedAvalanche,4242,62,4443.33,12,0.2026,0.0,True,816.6
PPO,4242,63,1987.93,7,0.1424,0.0,True,826.5
MinimumOnly,4242,63,2020.36,7,0.1403,0.0,True,826.9
Snowball,4242,63,2576.33,8,0.1657,0.0,True,822.7
Avalanche,4242,63,1913.08,6,0.1601,0.0,True,823.6
NormalizedAvalanche,4242,63,1927.17,6,0.1558,0.0,True,824.3
PPO,4242,64,5206.24,12,0.1963,0.0,True,817.6
MinimumOnly,4242,64,5112.01,11,0.2056,0.0,True,816.1
Snowball,4242,64,5279.1,12,0.2007,0.0,True,816.9
Avalanche,4242,64,5158.02,12,0.1993,0.0,True,817.1
NormalizedAvalanche,4242,64,5134.87,11,0.2056,0.0,True,816.1
PPO,4242,65,3045.57,9,0.2634,0.0,True,806.5
MinimumOnly,4242,65,3026.56,9,0.2718,0.0,True,805.2
Snowball,4242,65,3113.12,9,0.2854,0.0,True,802.9
Avalanche,4242,65,3113.12,9,0.2854,0.0,True,802.9
NormalizedAvalanche,4242,65,2948.58,8,0.2912,0.0,True,802.0
PPO,4242,66,1686.57,6,0.1556,0.0,True,824.3
MinimumOnly,4242,66,1623.42,6,0.1449,0.0,True,826.1
Snowball,4242,66,1662.13,5,0.1833,0.0,True,819.7
Avalanche,4242,66,1662.13,5,0.1833,0.0,True,819.7
NormalizedAvalanche,4242,66,1588.88,5,0.1666,0.0,True,822.5
PPO,4242,67,2702.28,8,0.3201,0.0,True,797.2
MinimumOnly,4242,67,2684.14,8,0.3189,0.0,True,797.4
Snowball,4242,67,2856.53,8,0.3485,0.0,True,792.5
Avalanche,4242,67,2856.53,8,0.3485,0.0,True,792.5
NormalizedAvalanche,4242,67,2641.96,8,0.3111,0.0,True,798.7
PPO,4242,68,1878.31,7,0.1548,0.0,True,824.5
MinimumOnly,4242,68,1869.74,6,0.1695,0.0,True,822.0
Snowball,4242,68,2322.85,7,0.1923,0.0,True,818.3
Avalanche,4242,68,1959.58,7,0.1653,0.0,True,822.7
NormalizedAvalanche,4242,68,1763.29,6,0.1588,0.0,True,823.8
PPO,4242,69,3876.35,10,0.1756,0.0,True,821.0
MinimumOnly,4242,69,3852.49,11,0.1646,0.0,True,822.8
Snowball,4242,69,4020.4,11,0.178,0.0,True,820.6
Avalanche,4242,69,4020.4,11,0.178,0.0,True,820.6
NormalizedAvalanche,4242,69,3801.6,10,0.1749,0.0,True,821.1
PPO,4242,70,1002.4,5,0.1773,0.0,True,820.8
MinimumOnly,4242,70,836.37,4,0.17,0.0,True,822.0
Snowball,4242,70,1163.32,5,0.225,0.0,True,812.9
Avalanche,4242,70,1112.4,5,0.2212,0.0,True,813.5
NormalizedAvalanche,4242,70,826.58,4,0.1617,0.0,True,823.3
PPO,4242,71,3538.28,9,0.1925,0.0,True,818.2
MinimumOnly,4242,71,3416.23,8,0.2064,0.0,True,816.0
Snowball,4242,71,3954.28,9,0.2187,0.0,True,813.9
Avalanche,4242,71,3366.6,9,0.1853,0.0,True,819.4
NormalizedAvalanche,4242,71,3224.29,8,0.194,0.0,True,818.0
PPO,4242,72,1211.11,6,0.1119,0.0,True,831.5
MinimumOnly,4242,72,1206.99,5,0.13,0.0,True,828.5
Snowball,4242,72,1602.09,6,0.1648,0.0,True,822.8
Avalanche,4242,72,1397.45,6,0.1414,0.0,True,826.7
NormalizedAvalanche,4242,72,1119.18,5,0.1172,0.0,True,830.7
PPO,4242,73,1251.23,6,0.1247,0.0,True,829.4
MinimumOnly,4242,73,1255.37,5,0.1495,0.0,True,825.3
Snowball,4242,73,1501.61,6,0.1618,0.0,True,823.3
Avalanche,4242,73,1353.81,6,0.1414,0.0,True,826.7
NormalizedAvalanche,4242,73,1271.31,5,0.152,0.0,True,824.9
PPO,4242,74,910.95,4,0.1373,0.0,True,827.3
MinimumOnly,4242,74,935.74,4,0.1434,0.0,True,826.3
Snowball,4242,74,1175.82,5,0.1662,0.0,True,822.6
Avalanche,4242,74,1058.49,5,0.1422,0.0,True,826.5
NormalizedAvalanche,4242,74,872.71,4,0.1253,0.0,True,829.3
PPO,4242,75,2054.87,7,0.1951,0.0,True,817.8
MinimumOnly,4242,75,2081.5,7,0.1883,0.0,True,818.9
Snowball,4242,75,2277.73,7,0.2076,0.0,True,815.7
Avalanche,4242,75,2050.93,7,0.1993,0.0,True,817.1
NormalizedAvalanche,4242,75,2011.18,6,0.215,0.0,True,814.5
PPO,4242,76,1057.17,4,0.1269,0.0,True,829.1
MinimumOnly,4242,76,872.24,3,0.1227,0.0,True,829.8
Snowball,4242,76,1251.38,5,0.1316,0.0,True,828.3
Avalanche,4242,76,1026.76,5,0.11,0.0,True,831.9
NormalizedAvalanche,4242,76,976.82,4,0.1133,0.0,True,831.3
PPO,4242,77,2304.61,8,0.2053,0.0,True,816.1
MinimumOnly,4242,77,2316.65,8,0.2076,0.0,True,815.7
Snowball,4242,77,2297.14,8,0.2078,0.0,True,815.7
Avalanche,4242,77,2297.14,8,0.2078,0.0,True,815.7
NormalizedAvalanche,4242,77,2321.26,7,0.231,0.0,True,811.9
PPO,4242,78,3815.8,10,0.2024,0.0,True,816.6
MinimumOnly,4242,78,4022.42,10,0.2028,0.0,True,816.5
Snowball,4242,78,4466.13,11,0.2185,0.0,True,814.0
Avalanche,4242,78,3851.49,10,0.2085,0.0,True,815.6
NormalizedAvalanche,4242,78,3786.89,10,0.1962,0.0,True,817.6
PPO,4242,79,4318.76,10,0.1693,0.0,True,822.1
MinimumOnly,4242,79,4304.58,9,0.1849,0.0,True,819.5
Snowball,4242,79,4776.28,10,0.1889,0.0,True,818.8
Avalanche,4242,79,4512.34,10,0.1825,0.0,True,819.9
NormalizedAvalanche,4242,79,4213.09,9,0.1817,0.0,True,820.0
PPO,4242,80,1225.6,5,0.2222,0.0,True,813.3
MinimumOnly,4242,80,1143.86,5,0.2014,0.0,True,816.8
Snowball,4242,80,1276.18,5,0.2369,0.0,True,810.9
Avalanche,4242,80,1234.3,5,0.2288,0.0,True,812.2
NormalizedAvalanche,4242,80,987.7,5,0.1604,0.0,True,823.5
PPO,4242,81,2689.65,8,0.2192,0.0,True,813.8
MinimumOnly,4242,81,2584.96,8,0.2074,0.0,True,815.8
Snowball,4242,81,2917.31,8,0.2448,0.0,True,809.6
Avalanche,4242,81,2917.31,8,0.2448,0.0,True,809.6
NormalizedAvalanche,4242,81,2575.16,8,0.205,0.0,True,816.2
PPO,4242,82,2915.63,10,0.2261,0.0,True,812.7
MinimumOnly,4242,82,3019.46,10,0.228,0.0,True,812.4
Snowball,4242,82,3436.98,10,0.2627,0.0,True,806.7
Avalanche,4242,82,2738.33,9,0.2454,0.0,True,809.5
