strategy,seed,episode,total_interest,months,avg_utilization,final_debt,all_paid,credit_proxy_score
PPO,4242,0,1438.14,17,0.219,0.0,True,813.9
MinimumOnly,4242,0,1540.14,17,0.2213,0.0,True,813.5
Snowball,4242,0,1700.02,17,0.2283,0.0,True,812.3
Avalanche,4242,0,1313.51,17,0.222,0.0,True,813.4
NormalizedAvalanche,4242,0,1518.95,17,0.2197,0.0,True,813.8
PPO,4242,1,18012.66,60,0.3672,18814.23,False,687.5
MinimumOnly,4242,1,18018.07,60,0.3672,18819.64,False,687.5
Snowball,4242,1,18012.11,60,0.3672,18813.67,False,687.5
Avalanche,4242,1,18011.84,60,0.3672,18813.41,False,687.5
NormalizedAvalanche,4242,1,18011.88,60,0.3672,18813.45,False,687.5
PPO,4242,2,2056.31,20,0.1888,0.0,True,818.9
MinimumOnly,4242,2,2047.79,20,0.189,0.0,True,818.8
Snowball,4242,2,2106.82,20,0.192,0.0,True,818.3
Avalanche,4242,2,1941.5,20,0.1929,0.0,True,818.2
NormalizedAvalanche,4242,2,1959.97,20,0.1861,0.0,True,819.3
PPO,4242,3,1682.0,14,0.1999,0.0,True,817.0
MinimumOnly,4242,3,1821.01,14,0.1967,0.0,True,817.6
Snowball,4242,3,2113.6,14,0.2167,0.0,True,814.2
Avalanche,4242,3,1648.81,14,0.2082,0.0,True,815.7
NormalizedAvalanche,4242,3,1797.6,13,0.2097,0.0,True,815.4
PPO,4242,4,3297.31,32,0.2252,0.0,True,812.8
MinimumOnly,4242,4,3285.42,32,0.2248,0.0,True,812.9
Snowball,4242,4,3403.14,33,0.2272,0.0,True,812.5
Avalanche,4242,4,3273.63,33,0.2224,0.0,True,813.3
NormalizedAvalanche,4242,4,3300.16,32,0.2246,0.0,True,812.9
PPO,4242,5,1366.17,13,0.2132,0.0,True,814.8
MinimumOnly,4242,5,1324.84,13,0.2083,0.0,True,815.6
Snowball,4242,5,1321.63,13,0.2139,0.0,True,814.7
Avalanche,4242,5,1398.63,14,0.2148,0.0,True,814.6
NormalizedAvalanche,4242,5,1342.67,13,0.2083,0.0,True,815.6
PPO,4242,6,592.0,13,0.2468,0.0,True,809.3
MinimumOnly,4242,6,566.19,12,0.266,0.0,True,806.1
Snowball,4242,6,611.6,13,0.2756,0.0,True,804.5
Avalanche,4242,6,611.6,13,0.2756,0.0,True,804.5
NormalizedAvalanche,4242,6,579.32,12,0.2604,0.0,True,807.0
PPO,4242,7,1622.94,22,0.1776,0.0,True,820.7
MinimumOnly,4242,7,1705.58,21,0.1884,0.0,True,818.9
Snowball,4242,7,1819.05,22,0.1955,0.0,True,817.7
Avalanche,4242,7,1619.19,22,0.1807,0.0,True,820.2
NormalizedAvalanche,4242,7,1721.73,21,0.1868,0.0,True,819.2
PPO,4242,8,1801.53,28,0.2219,0.0,True,813.4
MinimumOnly,4242,8,1912.37,28,0.2229,0.0,True,813.2
Snowball,4242,8,1991.33,28,0.2231,0.0,True,813.2
Avalanche,4242,8,1802.81,29,0.2194,0.0,True,813.8
NormalizedAvalanche,4242,8,1885.68,28,0.221,0.0,True,813.5
PPO,4242,9,5827.47,30,0.2452,0.0,True,809.5
MinimumOnly,4242,9,5791.03,30,0.2451,0.0,True,809.6
Snowball,4242,9,5750.63,30,0.2496,0.0,True,808.8
Avalanche,4242,9,5750.63,30,0.2496,0.0,True,808.8
NormalizedAvalanche,4242,9,5800.75,29,0.2533,0.0,True,808.2
PPO,4242,10,4000.85,39,0.2383,0.0,True,810.7
MinimumOnly,4242,10,4045.24,39,0.239,0.0,True,810.6
Snowball,4242,10,4135.32,40,0.2377,0.0,True,810.8
Avalanche,4242,10,3935.98,40,0.2344,0.0,True,811.3
NormalizedAvalanche,4242,10,4120.89,39,0.2396,0.0,True,810.5
PPO,4242,11,2351.64,24,0.2968,0.0,True,801.0
MinimumOnly,4242,11,2507.76,24,0.3015,0.0,True,800.3
Snowball,4242,11,2592.79,24,0.3079,0.0,True,799.2
Avalanche,4242,11,2280.97,24,0.2946,0.0,True,801.4
NormalizedAvalanche,4242,11,2401.93,24,0.2959,0.0,True,801.2
PPO,4242,12,3546.7,25,0.2002,0.0,True,817.0
MinimumOnly,4242,12,3507.1,24,0.2086,0.0,True,815.6
Snowball,4242,12,3630.4,24,0.2177,0.0,True,814.1
Avalanche,4242,12,3574.35,24,0.2165,0.0,True,814.3
NormalizedAvalanche,4242,12,3526.83,23,0.2151,0.0,True,814.5
PPO,4242,13,1349.95,17,0.2537,0.0,True,808.1
MinimumOnly,4242,13,1373.37,17,0.2614,0.0,True,806.9
Snowball,4242,13,1385.24,17,0.269,0.0,True,805.6
Avalanche,4242,13,1381.6,17,0.2686,0.0,True,805.7
NormalizedAvalanche,4242,13,1386.34,16,0.2671,0.0,True,805.9
PPO,4242,14,7333.02,37,0.2291,0.0,True,812.2
MinimumOnly,4242,14,7540.96,37,0.2295,0.0,True,812.1
Snowball,4242,14,7803.39,38,0.2277,0.0,True,812.4
Avalanche,4242,14,7250.83,38,0.2264,0.0,True,812.6
NormalizedAvalanche,4242,14,7390.44,37,0.2285,0.0,True,812.3
PPO,4242,15,10189.03,60,0.2648,0.0,True,806.3
MinimumOnly,4242,15,10176.25,60,0.2648,0.0,True,806.3
Snowball,4242,15,9956.41,60,0.2654,0.0,True,806.2
Avalanche,4242,15,9771.27,60,0.2642,0.0,True,806.4
NormalizedAvalanche,4242,15,10317.21,60,0.2654,0.0,True,806.2
PPO,4242,16,10169.5,60,0.2536,0.0,True,808.2
MinimumOnly,4242,16,10325.86,59,0.2578,0.0,True,807.5
Snowball,4242,16,10188.46,60,0.2547,0.0,True,808.0
Avalanche,4242,16,9432.65,59,0.2547,0.0,True,808.0
NormalizedAvalanche,4242,16,10451.42,59,0.2584,0.0,True,807.4
PPO,4242,17,2558.02,20,0.2634,0.0,True,806.5
MinimumOnly,4242,17,2789.88,21,0.2523,0.0,True,808.4
Snowball,4242,17,3129.97,21,0.2625,0.0,True,806.7
Avalanche,4242,17,2436.77,20,0.2648,0.0,True,806.3
NormalizedAvalanche,4242,17,2790.47,20,0.2641,0.0,True,806.4
PPO,4242,18,2341.56,20,0.1856,0.0,True,819.4
MinimumOnly,4242,18,2841.15,21,0.1817,0.0,True,820.0
Snowball,4242,18,3032.98,21,0.1891,0.0,True,818.8
Avalanche,4242,18,2331.32,20,0.185,0.0,True,819.5
NormalizedAvalanche,4242,18,2548.19,20,0.1843,0.0,True,819.6
PPO,4242,19,4525.99,30,0.206,0.0,True,816.0
MinimumOnly,4242,19,4601.2,30,0.2069,0.0,True,815.9
Snowball,4242,19,4666.0,31,0.207,0.0,True,815.9
Avalanche,4242,19,4627.02,31,0.2059,0.0,True,816.0
NormalizedAvalanche,4242,19,4608.54,30,0.2057,0.0,True,816.1
PPO,4242,20,2706.69,29,0.2263,0.0,True,812.7
MinimumOnly,4242,20,2708.64,29,0.2284,0.0,True,812.3
Snowball,4242,20,2608.33,29,0.2294,0.0,True,812.2
Avalanche,4242,20,2608.33,29,0.2294,0.0,True,812.2
NormalizedAvalanche,4242,20,2776.99,29,0.2268,0.0,True,812.6
PPO,4242,21,6280.82,44,0.3477,0.0,True,792.6
MinimumOnly,4242,21,6441.27,44,0.352,0.0,True,791.9
Snowball,4242,21,6474.4,44,0.3524,0.0,True,791.9
Avalanche,4242,21,6321.28,45,0.3455,0.0,True,793.0
NormalizedAvalanche,4242,21,6325.6,44,0.3479,0.0,True,792.6
PPO,4242,22,1516.39,23,0.2024,0.0,True,816.6
MinimumOnly,4242,22,1548.16,24,0.1951,0.0,True,817.8
Snowball,4242,22,1521.86,24,0.1977,0.0,True,817.4
Avalanche,4242,22,1373.71,23,0.2024,0.0,True,816.6
NormalizedAvalanche,4242,22,1534.48,23,0.2018,0.0,True,816.7
PPO,4242,23,4464.62,27,0.3525,0.0,True,791.8
MinimumOnly,4242,23,4697.79,27,0.3547,0.0,True,791.5
Snowball,4242,23,4866.87,27,0.3623,0.0,True,790.2
Avalanche,4242,23,4336.52,28,0.3532,0.0,True,791.7
NormalizedAvalanche,4242,23,4568.15,27,0.3528,0.0,True,791.8
PPO,4242,24,2901.69,31,0.2269,0.0,True,812.6
MinimumOnly,4242,24,2960.02,31,0.2278,0.0,True,812.4
Snowball,4242,24,2971.93,31,0.2335,0.0,True,811.5
Avalanche,4242,24,2917.66,31,0.2331,0.0,True,811.5
NormalizedAvalanche,4242,24,2950.96,30,0.2339,0.0,True,811.4
PPO,4242,25,6507.07,38,0.1997,0.0,True,817.1
MinimumOnly,4242,25,6507.11,38,0.1999,0.0,True,817.0
Snowball,4242,25,6685.71,38,0.2045,0.0,True,816.3
Avalanche,4242,25,6382.74,39,0.1977,0.0,True,817.4
NormalizedAvalanche,4242,25,6420.28,38,0.1986,0.0,True,817.2
PPO,4242,26,1083.98,10,0.2533,0.0,True,808.2
MinimumOnly,4242,26,1166.25,10,0.2586,0.0,True,807.3
Snowball,4242,26,1234.8,11,0.2458,0.0,True,809.4
Avalanche,4242,26,1076.64,11,0.2355,0.0,True,811.1
NormalizedAvalanche,4242,26,1097.75,10,0.2503,0.0,True,808.7
PPO,4242,27,15309.2,60,0.3505,16250.87,False,687.6
MinimumOnly,4242,27,15309.7,60,0.3505,16251.37,False,687.6
Snowball,4242,27,15310.4,60,0.3505,16252.08,False,687.6
Avalanche,4242,27,15309.2,60,0.3505,16250.87,False,687.6
NormalizedAvalanche,4242,27,15310.19,60,0.3505,16251.87,False,687.6
PPO,4242,28,627.88,9,0.1526,0.0,True,824.8
MinimumOnly,4242,28,618.01,9,0.1528,0.0,True,824.8
Snowball,4242,28,724.65,10,0.1703,0.0,True,821.9
Avalanche,4242,28,610.38,9,0.1614,0.0,True,823.4
NormalizedAvalanche,4242,28,599.65,8,0.1681,0.0,True,822.3
PPO,4242,29,411.74,18,0.2924,0.0,True,801.8
MinimumOnly,4242,29,422.85,18,0.3018,0.0,True,800.2
Snowball,4242,29,419.16,18,0.3006,0.0,True,800.4
Avalanche,4242,29,419.16,18,0.3006,0.0,True,800.4
NormalizedAvalanche,4242,29,415.12,18,0.2913,0.0,True,801.9
PPO,4242,30,5112.68,40,0.3276,0.0,True,795.9
MinimumOnly,4242,30,5197.17,40,0.3266,0.0,True,796.1
Snowball,4242,30,4871.64,40,0.3307,0.0,True,795.4
Avalanche,4242,30,4871.64,40,0.3307,0.0,True,795.4
NormalizedAvalanche,4242,30,5454.45,40,0.3285,0.0,True,795.8
PPO,4242,31,3495.63,26,0.279,0.0,True,804.0
MinimumOnly,4242,31,3437.37,26,0.2793,0.0,True,803.9
Snowball,4242,31,3508.05,26,0.2875,0.0,True,802.6
Avalanche,4242,31,3365.64,27,0.2778,0.0,True,804.2
NormalizedAvalanche,4242,31,3415.13,26,0.2776,0.0,True,804.2
PPO,4242,32,4184.81,23,0.2123,0.0,True,815.0
MinimumOnly,4242,32,4374.03,22,0.2178,0.0,True,814.1
Snowball,4242,32,4778.92,23,0.2201,0.0,True,813.7
Avalanche,4242,32,4178.57,23,0.2128,0.0,True,814.9
NormalizedAvalanche,4242,32,4239.13,22,0.2165,0.0,True,814.3
PPO,4242,33,5251.18,24,0.1956,0.0,True,817.7
MinimumOnly,4242,33,5222.02,23,0.2036,0.0,True,816.4
Snowball,4242,33,5518.03,23,0.2069,0.0,True,815.9
Avalanche,4242,33,4877.86,23,0.204,0.0,True,816.3
NormalizedAvalanche,4242,33,5208.53,23,0.2035,0.0,True,816.4
PPO,4242,34,12468.64,60,0.2452,4669.67,False,781.5
MinimumOnly,4242,34,12475.23,60,0.2446,4330.87,False,783.7
Snowball,4242,34,12343.14,60,0.2444,4412.35,False,783.2
Avalanche,4242,34,12330.73,60,0.2444,4412.35,False,783.2
NormalizedAvalanche,4242,34,12519.35,60,0.2448,4374.99,False,783.4
PPO,4242,35,2059.89,28,0.2673,0.0,True,805.9
MinimumOnly,4242,35,2068.02,28,0.268,0.0,True,805.8
Snowball,4242,35,2163.9,28,0.2793,0.0,True,803.9
Avalanche,4242,35,2038.9,28,0.2687,0.0,True,805.7
NormalizedAvalanche,4242,35,2055.88,27,0.2769,0.0,True,804.3
PPO,4242,36,365.15,9,0.1696,0.0,True,822.0
MinimumOnly,4242,36,374.7,9,0.1703,0.0,True,821.9
Snowball,4242,36,375.55,8,0.1947,0.0,True,817.9
Avalanche,4242,36,359.87,9,0.1786,0.0,True,820.5
NormalizedAvalanche,4242,36,358.17,8,0.1849,0.0,True,819.5
PPO,4242,37,7227.79,60,0.3205,4697.56,False,754.9
MinimumOnly,4242,37,7350.63,60,0.3212,4710.07,False,754.7
Snowball,4242,37,7227.67,60,0.3213,4747.77,False,754.3
Avalanche,4242,37,7227.67,60,0.3213,4747.77,False,754.3
NormalizedAvalanche,4242,37,7297.63,60,0.3204,4629.04,False,755.5
PPO,4242,38,2223.46,18,0.2024,0.0,True,816.6
MinimumOnly,4242,38,2390.51,18,0.201,0.0,True,816.8
Snowball,4242,38,2562.08,19,0.2014,0.0,True,816.8
Avalanche,4242,38,2167.56,18,0.2045,0.0,True,816.3
NormalizedAvalanche,4242,38,2240.58,18,0.1981,0.0,True,817.3
PPO,4242,39,3526.64,35,0.2366,0.0,True,811.0
MinimumOnly,4242,39,3647.03,35,0.2384,0.0,True,810.7
Snowball,4242,39,3458.95,35,0.2411,0.0,True,810.2
Avalanche,4242,39,3458.95,35,0.2411,0.0,True,810.2
NormalizedAvalanche,4242,39,3550.22,35,0.2357,0.0,True,811.1
PPO,4242,40,2645.51,22,0.3013,0.0,True,800.3
MinimumOnly,4242,40,2740.14,22,0.3078,0.0,True,799.2
Snowball,4242,40,2798.15,22,0.3127,0.0,True,798.4
Avalanche,4242,40,2618.33,23,0.2935,0.0,True,801.6
NormalizedAvalanche,4242,40,2657.71,22,0.3008,0.0,True,800.4
PPO,4242,41,1980.8,21,0.2091,0.0,True,815.5
MinimumOnly,4242,41,2003.13,20,0.222,0.0,True,813.4
Snowball,4242,41,2022.64,21,0.2201,0.0,True,813.7
Avalanche,4242,41,2022.64,21,0.2201,0.0,True,813.7
NormalizedAvalanche,4242,41,2009.09,20,0.2165,0.0,True,814.3
PPO,4242,42,1317.66,17,0.1582,0.0,True,823.9
MinimumOnly,4242,42,1364.96,16,0.1685,0.0,True,822.2
Snowball,4242,42,1589.99,17,0.1806,0.0,True,820.2
Avalanche,4242,42,1191.19,16,0.173,0.0,True,821.5
NormalizedAvalanche,4242,42,1273.33,16,0.1651,0.0,True,822.8
PPO,4242,43,1533.45,17,0.214,0.0,True,814.7
MinimumOnly,4242,43,1647.54,17,0.215,0.0,True,814.5
Snowball,4242,43,1827.06,18,0.2203,0.0,True,813.7
Avalanche,4242,43,1509.02,17,0.2149,0.0,True,814.5
NormalizedAvalanche,4242,43,1580.91,17,0.2133,0.0,True,814.8
PPO,4242,44,3885.41,42,0.2544,0.0,True,808.0
MinimumOnly,4242,44,3960.88,42,0.2554,0.0,True,807.9
Snowball,4242,44,4047.99,42,0.2566,0.0,True,807.7
Avalanche,4242,44,3716.89,42,0.2551,0.0,True,807.9
NormalizedAvalanche,4242,44,3912.66,42,0.254,0.0,True,808.1
PPO,4242,45,3464.85,39,0.3057,0.0,True,799.6
MinimumOnly,4242,45,3497.78,39,0.3062,0.0,True,799.5
Snowball,4242,45,3746.88,40,0.3042,0.0,True,799.8
Avalanche,4242,45,3138.19,39,0.3069,0.0,True,799.4
NormalizedAvalanche,4242,45,3427.7,39,0.3051,0.0,True,799.7
PPO,4242,46,2382.11,18,0.2609,0.0,True,807.0
MinimumOnly,4242,46,2492.26,19,0.2498,0.0,True,808.8
Snowball,4242,46,2578.69,19,0.2603,0.0,True,807.0
Avalanche,4242,46,2360.52,19,0.2486,0.0,True,809.0
NormalizedAvalanche,4242,46,2426.3,18,0.2585,0.0,True,807.3
PPO,4242,47,1141.48,15,0.1782,0.0,True,820.6
MinimumOnly,4242,47,1120.19,15,0.1779,0.0,True,820.6
Snowball,4242,47,1308.0,16,0.1901,0.0,True,818.6
Avalanche,4242,47,1121.71,15,0.1922,0.0,True,818.3
NormalizedAvalanche,4242,47,1110.09,14,0.1899,0.0,True,818.7
PPO,4242,48,2168.21,18,0.2287,0.0,True,812.3
MinimumOnly,4242,48,2289.21,18,0.2275,0.0,True,812.5
Snowball,4242,48,2217.59,18,0.2404,0.0,True,810.3
Avalanche,4242,48,2217.59,18,0.2404,0.0,True,810.3
NormalizedAvalanche,4242,48,2209.06,17,0.2389,0.0,True,810.6
PPO,4242,49,1199.4,16,0.27,0.0,True,805.4
MinimumOnly,4242,49,1245.93,16,0.2758,0.0,True,804.5
Snowball,4242,49,1229.06,16,0.2812,0.0,True,803.6
Avalanche,4242,49,1220.58,16,0.2806,0.0,True,803.7
NormalizedAvalanche,4242,49,1243.01,16,0.2662,0.0,True,806.1
PPO,4242,50,3416.76,23,0.2958,0.0,True,801.2
MinimumOnly,4242,50,3653.48,23,0.3002,0.0,True,800.5
Snowball,4242,50,3981.25,24,0.3004,0.0,True,800.4
Avalanche,4242,50,3416.65,24,0.291,0.0,True,802.0
NormalizedAvalanche,4242,50,3621.49,23,0.2961,0.0,True,801.1
PPO,4242,51,20065.46,60,0.403,19054.14,False,683.3
MinimumOnly,4242,51,20072.87,60,0.403,19061.56,False,683.3
Snowball,4242,51,20065.46,60,0.403,19054.14,False,683.3
Avalanche,4242,51,20065.46,60,0.403,19054.14,False,683.3
NormalizedAvalanche,4242,51,20069.56,60,0.403,19058.24,False,683.3
PPO,4242,52,7283.4,32,0.233,0.0,True,811.5
MinimumOnly,4242,52,7415.1,32,0.2325,0.0,True,811.6
Snowball,4242,52,7756.67,33,0.2339,0.0,True,811.4
Avalanche,4242,52,6975.06,31,0.2414,0.0,True,810.2
NormalizedAvalanche,4242,52,7266.8,31,0.2393,0.0,True,810.5
PPO,4242,53,1053.8,12,0.2537,0.0,True,808.1
MinimumOnly,4242,53,1113.38,12,0.2647,0.0,True,806.3
Snowball,4242,53,1258.47,12,0.2982,0.0,True,800.8
Avalanche,4242,53,1071.01,12,0.2688,0.0,True,805.6
NormalizedAvalanche,4242,53,1064.8,11,0.2752,0.0,True,804.6
PPO,4242,54,4494.32,27,0.2412,0.0,True,810.2
MinimumOnly,4242,54,4594.86,27,0.2413,0.0,True,810.2
Snowball,4242,54,4548.9,27,0.2475,0.0,True,809.2
Avalanche,4242,54,4425.71,27,0.2491,0.0,True,808.9
NormalizedAvalanche,4242,54,4622.27,27,0.2413,0.0,True,810.2
PPO,4242,55,2605.84,21,0.2116,0.0,True,815.1
MinimumOnly,4242,55,2848.48,20,0.2186,0.0,True,813.9
Snowball,4242,55,2780.99,20,0.2208,0.0,True,813.6
Avalanche,4242,55,2566.1,20,0.2195,0.0,True,813.8
NormalizedAvalanche,4242,55,2710.06,20,0.2159,0.0,True,814.4
PPO,4242,56,414.89,13,0.2463,0.0,True,809.4
MinimumOnly,4242,56,480.47,13,0.2434,0.0,True,809.8
Snowball,4242,56,561.35,14,0.2488,0.0,True,808.9
Avalanche,4242,56,428.89,13,0.2598,0.0,True,807.1
NormalizedAvalanche,4242,56,479.94,13,0.2417,0.0,True,810.1
PPO,4242,57,5145.28,51,0.2539,0.0,True,808.1
MinimumOnly,4242,57,5724.25,52,0.2533,0.0,True,808.2
Snowball,4242,57,5904.37,53,0.252,0.0,True,808.4
Avalanche,4242,57,5128.43,51,0.2537,0.0,True,808.1
NormalizedAvalanche,4242,57,5244.64,50,0.2577,0.0,True,807.5
PPO,4242,58,3247.15,21,0.2488,0.0,True,808.9
MinimumOnly,4242,58,3410.27,21,0.2483,0.0,True,809.0
Snowball,4242,58,3760.88,22,0.2562,0.0,True,807.7
Avalanche,4242,58,3228.63,21,0.2502,0.0,True,808.7
NormalizedAvalanche,4242,58,3235.62,20,0.257,0.0,True,807.6
PPO,4242,59,2702.68,19,0.1806,0.0,True,820.2
MinimumOnly,4242,59,2785.86,18,0.1923,0.0,True,818.3
Snowball,4242,59,3004.45,19,0.1954,0.0,True,817.8
Avalanche,4242,59,2693.34,18,0.1979,0.0,True,817.3
NormalizedAvalanche,4242,59,2689.74,18,0.1896,0.0,True,818.7
PPO,4242,60,276.67,8,0.1719,0.0,True,821.6
MinimumOnly,4242,60,289.65,8,0.1741,0.0,True,821.3
Snowball,4242,60,287.27,8,0.1763,0.0,True,820.9
Avalanche,4242,60,280.7,8,0.176,0.0,True,821.0
NormalizedAvalanche,4242,60,281.17,8,0.1633,0.0,True,823.0
PPO,4242,61,2511.43,21,0.2174,0.0,True,814.1
MinimumOnly,4242,61,2419.76,20,0.2271,0.0,True,812.5
Snowball,4242,61,2332.52,20,0.2321,0.0,True,811.7
Avalanche,4242,61,2332.52,20,0.2321,0.0,True,811.7
NormalizedAvalanche,4242,61,2412.65,20,0.2265,0.0,True,812.6
PPO,4242,62,10792.6,60,0.3109,11557.03,False,716.1
MinimumOnly,4242,62,10792.6,60,0.3109,11557.03,False,716.1
Snowball,4242,62,10837.6,60,0.311,11646.44,False,715.4
Avalanche,4242,62,10666.07,60,0.3105,11430.5,False,717.0
NormalizedAvalanche,4242,62,10787.14,60,0.3108,11551.58,False,716.1
PPO,4242,63,4079.05,32,0.1908,0.0,True,818.5
MinimumOnly,4242,63,4228.79,32,0.1924,0.0,True,818.3
Snowball,4242,63,4495.22,33,0.1919,0.0,True,818.3
Avalanche,4242,63,3875.72,32,0.1907,0.0,True,818.5
NormalizedAvalanche,4242,63,4078.0,32,0.1903,0.0,True,818.6
PPO,4242,64,9047.66,56,0.2377,0.0,True,810.8
MinimumOnly,4242,64,8853.23,55,0.2399,0.0,True,810.4
Snowball,4242,64,8600.6,55,0.2399,0.0,True,810.4
Avalanche,4242,64,8179.15,55,0.2384,0.0,True,810.7
NormalizedAvalanche,4242,64,8796.57,55,0.2397,0.0,True,810.5
PPO,4242,65,6741.41,50,0.3406,0.0,True,793.8
MinimumOnly,4242,65,6753.41,50,0.3409,0.0,True,793.7
Snowball,4242,65,6598.12,50,0.3431,0.0,True,793.4
Avalanche,4242,65,6598.12,50,0.3431,0.0,True,793.4
NormalizedAvalanche,4242,65,6849.63,50,0.3402,0.0,True,793.9
PPO,4242,66,1764.58,20,0.2003,0.0,True,817.0
MinimumOnly,4242,66,1746.14,19,0.2112,0.0,True,815.1
Snowball,4242,66,1798.35,21,0.208,0.0,True,815.7
Avalanche,4242,66,1798.35,21,0.208,0.0,True,815.7
NormalizedAvalanche,4242,66,1782.69,19,0.2107,0.0,True,815.2
PPO,4242,67,3260.66,35,0.3671,0.0,True,789.4
MinimumOnly,4242,67,3169.56,34,0.3772,0.0,True,787.8
Snowball,4242,67,3175.06,35,0.3764,0.0,True,787.9
Avalanche,4242,67,3175.06,35,0.3764,0.0,True,787.9
NormalizedAvalanche,4242,67,3191.09,34,0.3758,0.0,True,788.0
PPO,4242,68,2580.88,22,0.2269,0.0,True,812.6
MinimumOnly,4242,68,2828.23,23,0.219,0.0,True,813.9
Snowball,4242,68,3034.25,23,0.2267,0.0,True,812.6
Avalanche,4242,68,2632.29,23,0.2261,0.0,True,812.7
NormalizedAvalanche,4242,68,2704.6,23,0.2168,0.0,True,814.2
PPO,4242,69,9477.27,60,0.2286,2651.34,False,793.3
MinimumOnly,4242,69,9703.83,60,0.23,3067.76,False,790.0
Snowball,4242,69,9265.49,60,0.2286,2628.58,False,793.4
Avalanche,4242,69,9265.49,60,0.2286,2628.58,False,793.4
NormalizedAvalanche,4242,69,9731.77,60,0.2296,2707.19,False,792.7
PPO,4242,70,978.34,15,0.2346,0.0,True,811.3
MinimumOnly,4242,70,958.3,15,0.2359,0.0,True,811.1
Snowball,4242,70,1077.97,15,0.2552,0.0,True,807.9
Avalanche,4242,70,986.61,16,0.2482,0.0,True,809.1
NormalizedAvalanche,4242,70,991.4,15,0.2328,0.0,True,811.6
PPO,4242,71,6833.41,40,0.2347,0.0,True,811.3
MinimumOnly,4242,71,7080.8,40,0.2373,0.0,True,810.8
Snowball,4242,71,7391.51,41,0.239,0.0,True,810.6
Avalanche,4242,71,6737.96,40,0.234,0.0,True,811.4
NormalizedAvalanche,4242,71,6833.9,39,0.2399,0.0,True,810.4
PPO,4242,72,1916.47,19,0.1817,0.0,True,820.0
MinimumOnly,4242,72,2041.21,19,0.1854,0.0,True,819.4
Snowball,4242,72,2116.05,19,0.1915,0.0,True,818.4
Avalanche,4242,72,1954.21,19,0.188,0.0,True,819.0
NormalizedAvalanche,4242,72,1933.78,19,0.1812,0.0,True,820.1
PPO,4242,73,1527.1,23,0.1714,0.0,True,821.7
MinimumOnly,4242,73,1528.69,21,0.1828,0.0,True,819.8
Snowball,4242,73,1558.13,22,0.1794,0.0,True,820.4
Avalanche,4242,73,1475.57,21,0.1818,0.0,True,820.0
NormalizedAvalanche,4242,73,1519.95,21,0.1809,0.0,True,820.2
PPO,4242,74,1056.73,14,0.1935,0.0,True,818.1
MinimumOnly,4242,74,1056.28,14,0.1957,0.0,True,817.7
Snowball,4242,74,1159.79,15,0.2032,0.0,True,816.5
Avalanche,4242,74,1044.04,14,0.1966,0.0,True,817.6
NormalizedAvalanche,4242,74,1040.29,14,0.1893,0.0,True,818.8
PPO,4242,75,3303.0,28,0.2569,0.0,True,807.6
MinimumOnly,4242,75,3581.25,28,0.2589,0.0,True,807.3
Snowball,4242,75,3943.96,29,0.2619,0.0,True,806.8
Avalanche,4242,75,3221.82,29,0.2543,0.0,True,808.0
NormalizedAvalanche,4242,75,3374.28,28,0.256,0.0,True,807.8
PPO,4242,76,920.68,11,0.1563,0.0,True,824.2
MinimumOnly,4242,76,1029.84,11,0.1537,0.0,True,824.6
Snowball,4242,76,1201.38,11,0.1701,0.0,True,821.9
Avalanche,4242,76,908.9,11,0.1559,0.0,True,824.3
NormalizedAvalanche,4242,76,995.21,11,0.1504,0.0,True,825.2
PPO,4242,77,2810.66,34,0.2608,0.0,True,807.0
MinimumOnly,4242,77,2831.34,33,0.2625,0.0,True,806.7
Snowball,4242,77,2830.46,34,0.265,0.0,True,806.3
Avalanche,4242,77,2830.46,34,0.265,0.0,True,806.3
NormalizedAvalanche,4242,77,3000.55,33,0.2622,0.0,True,806.7
PPO,4242,78,6997.82,51,0.2386,0.0,True,810.6
MinimumOnly,4242,78,7651.45,52,0.2379,0.0,True,810.8
Snowball,4242,78,7278.3,52,0.2392,0.0,True,810.5
Avalanche,4242,78,6526.84,50,0.24,0.0,True,810.4
NormalizedAvalanche,4242,78,6895.21,50,0.2417,0.0,True,810.1
PPO,4242,79,8618.71,41,0.2245,0.0,True,813.0
MinimumOnly,4242,79,8619.61,41,0.2246,0.0,True,812.9
Snowball,4242,79,8994.31,41,0.2323,0.0,True,811.7
Avalanche,4242,79,8177.9,40,0.2285,0.0,True,812.3
NormalizedAvalanche,4242,79,8451.33,40,0.2288,0.0,True,812.2
PPO,4242,80,1380.21,18,0.2547,0.0,True,808.0
MinimumOnly,4242,80,1425.34,19,0.2493,0.0,True,808.9
Snowball,4242,80,1452.56,19,0.2537,0.0,True,808.1
Avalanche,4242,80,1340.49,18,0.2541,0.0,True,808.1
NormalizedAvalanche,4242,80,1368.28,18,0.2539,0.0,True,808.1
PPO,4242,81,5417.73,38,0.2737,0.0,True,804.8
MinimumOnly,4242,81,5404.07,39,0.2673,0.0,True,805.9
Snowball,4242,81,5342.42,39,0.269,0.0,True,805.6
Avalanche,4242,81,5342.42,39,0.269,0.0,True,805.6
NormalizedAvalanche,4242,81,5427.69,38,0.2734,0.0,True,804.9
PPO,4242,82,7682.96,60,0.3184,2593.34,False,774.0
MinimumOnly,4242,82,8431.47,60,0.3234,3203.41,False,767.7
Snowball,4242,82,8771.06,60,0.3285,3684.61,False,762.5
Avalanche,4242,82,7680.3,60,0.3184,2590.68,False,774.0
